profile,basis,b_angstrom,temperature,removal_steps,radius,intact,removed,mismatched_return,correct_return,causal_margin,causal_pass,mismatch_overlap
cc-pvdz_b1.2,cc-pvdz,1.2,0.008,40,0.25,0.996875,0.30125,0.44875000000000004,0.689375,0.24062499999999992,True,0.11417237970134284
cc-pvdz_b1.2,cc-pvdz,1.2,0.008,40,0.35,1.0,0.379375,0.7793749999999999,0.7,-0.07937499999999997,False,0.11417237970134284
cc-pvdz_b1.2,cc-pvdz,1.2,0.008,40,0.45,1.0,0.45312499999999994,0.8375,0.7025,-0.135,False,0.11417237970134284
cc-pvdz_b1.2,cc-pvdz,1.2,0.008,40,0.55,1.0,0.5137499999999999,0.84375,0.721875,-0.12187499999999996,False,0.11417237970134284
cc-pvdz_b1.3,cc-pvdz,1.3,0.0005,10,0.15,1.0,0.22250000000000003,0.46875,0.953125,0.484375,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.0005,10,0.25,1.0,0.30125,0.46875,0.953125,0.484375,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.0005,10,0.35,1.0,0.379375,0.855625,0.953125,0.09750000000000003,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.0005,10,0.45,1.0,0.45312499999999994,1.0,0.953125,-0.046875,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.0005,10,0.55,1.0,0.5137499999999999,1.0,0.953125,-0.046875,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.0005,20,0.15,1.0,0.22250000000000003,0.375,0.921875,0.546875,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.0005,20,0.25,1.0,0.30125,0.375,0.921875,0.546875,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.0005,20,0.35,1.0,0.379375,0.8331249999999999,0.921875,0.0887500000000001,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.0005,20,0.45,1.0,0.45312499999999994,1.0,0.921875,-0.078125,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.0005,20,0.55,1.0,0.5137499999999999,1.0,0.921875,-0.078125,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.0005,40,0.15,1.0,0.22250000000000003,0.265625,0.734375,0.46875,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.0005,40,0.25,1.0,0.30125,0.265625,0.734375,0.433125,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.0005,40,0.35,1.0,0.379375,0.7525,0.734375,-0.018124999999999947,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.0005,40,0.45,1.0,0.45312499999999994,0.90625,0.734375,-0.171875,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.0005,40,0.55,1.0,0.5137499999999999,0.90625,0.734375,-0.171875,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.001,10,0.15,1.0,0.22250000000000003,0.38625,0.953125,0.566875,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.001,10,0.25,1.0,0.30125,0.3875,0.953125,0.565625,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.001,10,0.35,1.0,0.379375,0.7737499999999999,0.953125,0.17937500000000006,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.001,10,0.45,1.0,0.45312499999999994,1.0,0.953125,-0.046875,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.001,10,0.55,1.0,0.5137499999999999,1.0,0.953125,-0.046875,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.001,20,0.15,1.0,0.22250000000000003,0.30625,0.921875,0.615625,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.001,20,0.25,1.0,0.30125,0.306875,0.921875,0.615,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.001,20,0.35,1.0,0.379375,0.734375,0.921875,0.1875,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.001,20,0.45,1.0,0.45312499999999994,1.0,0.921875,-0.078125,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.001,20,0.55,1.0,0.5137499999999999,1.0,0.921875,-0.078125,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.001,40,0.15,1.0,0.22250000000000003,0.255625,0.734375,0.47875,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.001,40,0.25,1.0,0.30125,0.25687499999999996,0.734375,0.433125,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.001,40,0.35,1.0,0.379375,0.671875,0.734375,0.0625,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.001,40,0.45,1.0,0.45312499999999994,0.90625,0.734375,-0.171875,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.001,40,0.55,1.0,0.5137499999999999,0.90625,0.734375,-0.171875,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.002,10,0.15,1.0,0.22250000000000003,0.098125,0.953125,0.730625,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.002,10,0.25,1.0,0.30125,0.103125,0.953125,0.651875,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.002,10,0.35,1.0,0.379375,0.5975,0.953125,0.35562499999999997,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.002,10,0.45,1.0,0.45312499999999994,1.0,0.953125,-0.046875,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.002,10,0.55,1.0,0.5137499999999999,1.0,0.953125,-0.046875,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.002,20,0.15,1.0,0.22250000000000003,0.0575,0.921875,0.699375,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.002,20,0.25,1.0,0.30125,0.06125,0.921875,0.620625,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.002,20,0.35,1.0,0.379375,0.5825,0.921875,0.339375,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.002,20,0.45,1.0,0.45312499999999994,1.0,0.921875,-0.078125,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.002,20,0.55,1.0,0.5137499999999999,1.0,0.921875,-0.078125,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.002,40,0.15,1.0,0.22250000000000003,0.15812500000000002,0.734375,0.511875,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.002,40,0.25,1.0,0.30125,0.161875,0.734375,0.433125,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.002,40,0.35,1.0,0.379375,0.59,0.734375,0.14437500000000003,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.002,40,0.45,1.0,0.45312499999999994,0.90625,0.734375,-0.171875,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.002,40,0.55,1.0,0.5137499999999999,0.90625,0.734375,-0.171875,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.004,10,0.15,0.993125,0.22250000000000003,0.0,0.9437500000000001,0.7212500000000001,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.004,10,0.25,1.0,0.30125,0.000625,0.953125,0.651875,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.004,10,0.35,1.0,0.379375,0.5275,0.953125,0.42562500000000003,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.004,10,0.45,1.0,0.45312499999999994,0.99,0.953125,-0.03687499999999999,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.004,10,0.55,1.0,0.5137499999999999,1.0,0.953125,-0.046875,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.004,20,0.15,0.993125,0.22250000000000003,0.011875,0.913125,0.6906249999999999,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.004,20,0.25,1.0,0.30125,0.015625,0.921875,0.620625,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.004,20,0.35,1.0,0.379375,0.54,0.921875,0.38187499999999996,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.004,20,0.45,1.0,0.45312499999999994,0.9924999999999999,0.921875,-0.07062499999999994,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.004,20,0.55,1.0,0.5137499999999999,1.0,0.921875,-0.078125,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.004,40,0.15,0.993125,0.22250000000000003,0.052500000000000005,0.745625,0.523125,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.004,40,0.25,1.0,0.30125,0.061875,0.75,0.44875,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.004,40,0.35,1.0,0.379375,0.5231250000000001,0.75,0.22687499999999994,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.004,40,0.45,1.0,0.45312499999999994,0.910625,0.75,-0.16062500000000002,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.004,40,0.55,1.0,0.5137499999999999,0.920625,0.75,-0.17062500000000003,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.008,10,0.15,0.9425,0.22250000000000003,0.0,0.8981250000000001,0.675625,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.008,10,0.25,0.994375,0.30125,0.021875,0.95625,0.655,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.008,10,0.35,1.0,0.379375,0.490625,0.964375,0.47375,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.008,10,0.45,1.0,0.45312499999999994,0.9168749999999999,0.965625,0.04875000000000007,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.008,10,0.55,1.0,0.5137499999999999,0.9874999999999999,0.966875,-0.020624999999999893,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.008,20,0.15,0.9425,0.22250000000000003,0.003125,0.8587499999999999,0.6362499999999999,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.008,20,0.25,0.994375,0.30125,0.028749999999999998,0.915625,0.614375,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.008,20,0.35,1.0,0.379375,0.49124999999999996,0.9293750000000001,0.4381250000000001,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.008,20,0.45,1.0,0.45312499999999994,0.926875,0.9299999999999999,0.0031249999999999334,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.008,20,0.55,1.0,0.5137499999999999,0.9925,0.930625,-0.06187500000000001,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.008,40,0.15,0.9425,0.22250000000000003,0.00875,0.70875,0.48624999999999996,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.008,40,0.25,0.994375,0.30125,0.03875,0.7693749999999999,0.4681249999999999,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.008,40,0.35,1.0,0.379375,0.455625,0.7825,0.32687499999999997,True,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.008,40,0.45,1.0,0.45312499999999994,0.84,0.7862500000000001,-0.05374999999999985,False,0.008372121125157395
cc-pvdz_b1.3,cc-pvdz,1.3,0.008,40,0.55,1.0,0.5137499999999999,0.9068749999999999,0.7887500000000001,-0.11812499999999981,False,0.008372121125157395
cc-pvdz_b1.4,cc-pvdz,1.4,0.0005,10,0.15,1.0,0.24500000000000002,0.003125,0.953125,0.708125,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.0005,10,0.25,1.0,0.37625,0.504375,0.953125,0.44875,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.0005,10,0.35,1.0,0.44687499999999997,1.0,0.953125,-0.046875,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.0005,10,0.45,1.0,0.5118750000000001,1.0,0.953125,-0.046875,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.0005,10,0.55,1.0,0.5606249999999999,1.0,0.953125,-0.046875,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.0005,20,0.15,1.0,0.24500000000000002,0.00375,0.921875,0.676875,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.0005,20,0.25,1.0,0.37625,0.51375,0.921875,0.40812499999999996,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.0005,20,0.35,1.0,0.44687499999999997,1.0,0.921875,-0.078125,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.0005,20,0.45,1.0,0.5118750000000001,1.0,0.921875,-0.078125,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.0005,20,0.55,1.0,0.5606249999999999,1.0,0.921875,-0.078125,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.0005,40,0.15,1.0,0.24500000000000002,0.0,0.8125,0.5675,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.0005,40,0.25,1.0,0.37625,0.36875,0.8125,0.43625,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.0005,40,0.35,1.0,0.44687499999999997,0.921875,0.8125,-0.109375,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.0005,40,0.45,1.0,0.5118750000000001,0.921875,0.8125,-0.109375,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.0005,40,0.55,1.0,0.5606249999999999,0.921875,0.8125,-0.109375,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.001,10,0.15,1.0,0.24500000000000002,0.060625000000000005,0.953125,0.708125,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.001,10,0.25,1.0,0.37625,0.5400000000000001,0.953125,0.41312499999999985,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.001,10,0.35,1.0,0.44687499999999997,1.0,0.953125,-0.046875,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.001,10,0.45,1.0,0.5118750000000001,1.0,0.953125,-0.046875,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.001,10,0.55,1.0,0.5606249999999999,1.0,0.953125,-0.046875,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.001,20,0.15,1.0,0.24500000000000002,0.048125,0.921875,0.676875,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.001,20,0.25,1.0,0.37625,0.54125,0.921875,0.380625,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.001,20,0.35,1.0,0.44687499999999997,1.0,0.921875,-0.078125,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.001,20,0.45,1.0,0.5118750000000001,1.0,0.921875,-0.078125,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.001,20,0.55,1.0,0.5606249999999999,1.0,0.921875,-0.078125,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.001,40,0.15,1.0,0.24500000000000002,0.040624999999999994,0.8125,0.5675,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.001,40,0.25,1.0,0.37625,0.429375,0.8125,0.383125,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.001,40,0.35,1.0,0.44687499999999997,0.921875,0.8125,-0.109375,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.001,40,0.45,1.0,0.5118750000000001,0.921875,0.8125,-0.109375,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.001,40,0.55,1.0,0.5606249999999999,0.921875,0.8125,-0.109375,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.002,10,0.15,1.0,0.24500000000000002,0.024375000000000004,0.96875,0.72375,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.002,10,0.25,1.0,0.37625,0.416875,0.96875,0.551875,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.002,10,0.35,1.0,0.44687499999999997,0.999375,0.96875,-0.030625000000000013,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.002,10,0.45,1.0,0.5118750000000001,1.0,0.96875,-0.03125,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.002,10,0.55,1.0,0.5606249999999999,1.0,0.96875,-0.03125,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.002,20,0.15,1.0,0.24500000000000002,0.026875000000000003,0.921875,0.676875,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.002,20,0.25,1.0,0.37625,0.44499999999999995,0.921875,0.47687500000000005,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.002,20,0.35,1.0,0.44687499999999997,0.999375,0.921875,-0.07750000000000001,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.002,20,0.45,1.0,0.5118750000000001,1.0,0.921875,-0.078125,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.002,20,0.55,1.0,0.5606249999999999,1.0,0.921875,-0.078125,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.002,40,0.15,1.0,0.24500000000000002,0.059375,0.828125,0.583125,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.002,40,0.25,1.0,0.37625,0.476875,0.828125,0.35125,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.002,40,0.35,1.0,0.44687499999999997,0.936875,0.828125,-0.10875000000000001,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.002,40,0.45,1.0,0.5118750000000001,0.9375,0.828125,-0.109375,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.002,40,0.55,1.0,0.5606249999999999,0.9375,0.828125,-0.109375,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.004,10,0.15,1.0,0.24500000000000002,0.0,0.96875,0.72375,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.004,10,0.25,1.0,0.37625,0.439375,0.96875,0.5293749999999999,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.004,10,0.35,1.0,0.44687499999999997,0.9806250000000001,0.96875,-0.01187500000000008,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.004,10,0.45,1.0,0.5118750000000001,1.0,0.96875,-0.03125,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.004,10,0.55,1.0,0.5606249999999999,1.0,0.97,-0.030000000000000027,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.004,20,0.15,1.0,0.24500000000000002,0.005625,0.9375,0.6925,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.004,20,0.25,1.0,0.37625,0.44999999999999996,0.9375,0.48750000000000004,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.004,20,0.35,1.0,0.44687499999999997,0.98125,0.9375,-0.043749999999999956,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.004,20,0.45,1.0,0.5118750000000001,1.0,0.9375,-0.0625,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.004,20,0.55,1.0,0.5606249999999999,1.0,0.93875,-0.06125000000000003,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.004,40,0.15,1.0,0.24500000000000002,0.03125,0.845,0.6,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.004,40,0.25,1.0,0.37625,0.459375,0.8475,0.38812500000000005,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.004,40,0.35,1.0,0.44687499999999997,0.93875,0.85,-0.08875,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.004,40,0.45,1.0,0.5118750000000001,0.953125,0.850625,-0.10250000000000004,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.004,40,0.55,1.0,0.5606249999999999,0.953125,0.85375,-0.09937499999999999,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.008,10,0.15,0.984375,0.24500000000000002,0.02,0.965625,0.720625,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.008,10,0.25,0.999375,0.37625,0.41500000000000004,0.98,0.565,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.008,10,0.35,1.0,0.44687499999999997,0.8881249999999999,0.981875,0.09375000000000011,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.008,10,0.45,1.0,0.5118750000000001,0.990625,0.9824999999999999,-0.008125000000000049,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.008,10,0.55,1.0,0.5606249999999999,0.999375,0.983125,-0.016249999999999987,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.008,20,0.15,0.984375,0.24500000000000002,0.019999999999999997,0.9606250000000001,0.7156250000000001,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.008,20,0.25,0.999375,0.37625,0.41374999999999995,0.9768749999999999,0.563125,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.008,20,0.35,1.0,0.44687499999999997,0.8843749999999999,0.978125,0.09375000000000011,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.008,20,0.45,1.0,0.5118750000000001,0.989375,0.97875,-0.010624999999999996,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.008,20,0.55,1.0,0.5606249999999999,1.0,0.979375,-0.020625000000000004,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.008,40,0.15,0.984375,0.24500000000000002,0.019375,0.835,0.59,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.008,40,0.25,0.999375,0.37625,0.41875,0.853125,0.434375,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.008,40,0.35,1.0,0.44687499999999997,0.8443749999999999,0.8575,0.013125000000000164,True,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.008,40,0.45,1.0,0.5118750000000001,0.934375,0.86375,-0.07062499999999994,False,0.17502098378185524
cc-pvdz_b1.4,cc-pvdz,1.4,0.008,40,0.55,1.0,0.5606249999999999,0.943125,0.86625,-0.07687500000000003,False,0.17502098378185524
cc-pvdz_b1.5,cc-pvdz,1.5,0.0005,10,0.15,1.0,0.24500000000000002,0.003125,0.984375,0.739375,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.0005,10,0.25,1.0,0.37625,0.578125,0.984375,0.40625,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.0005,10,0.35,1.0,0.44687499999999997,0.583125,0.984375,0.40125,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.0005,10,0.45,1.0,0.5118750000000001,1.0,0.984375,-0.015625,False,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.0005,10,0.55,1.0,0.5606249999999999,1.0,0.984375,-0.015625,False,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.0005,20,0.15,1.0,0.24500000000000002,0.005625,0.96875,0.72375,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.0005,20,0.25,1.0,0.37625,0.546875,0.96875,0.421875,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.0005,20,0.35,1.0,0.44687499999999997,0.55375,0.96875,0.41500000000000004,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.0005,20,0.45,1.0,0.5118750000000001,1.0,0.96875,-0.03125,False,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.0005,20,0.55,1.0,0.5606249999999999,1.0,0.96875,-0.03125,False,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.0005,40,0.15,1.0,0.24500000000000002,0.000625,0.875,0.63,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.0005,40,0.25,1.0,0.37625,0.34375,0.875,0.49875,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.0005,40,0.35,1.0,0.44687499999999997,0.35562499999999997,0.875,0.42812500000000003,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.0005,40,0.45,1.0,0.5118750000000001,0.921875,0.875,-0.046875,False,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.0005,40,0.55,1.0,0.5606249999999999,0.921875,0.875,-0.046875,False,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.001,10,0.15,1.0,0.24500000000000002,0.09312500000000001,0.984375,0.739375,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.001,10,0.25,1.0,0.37625,0.578125,0.984375,0.40625,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.001,10,0.35,1.0,0.44687499999999997,0.614375,0.984375,0.37,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.001,10,0.45,1.0,0.5118750000000001,1.0,0.984375,-0.015625,False,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.001,10,0.55,1.0,0.5606249999999999,1.0,0.984375,-0.015625,False,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.001,20,0.15,1.0,0.24500000000000002,0.09125000000000001,0.96875,0.72375,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.001,20,0.25,1.0,0.37625,0.53125,0.96875,0.4375,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.001,20,0.35,1.0,0.44687499999999997,0.589375,0.96875,0.379375,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.001,20,0.45,1.0,0.5118750000000001,1.0,0.96875,-0.03125,False,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.001,20,0.55,1.0,0.5606249999999999,1.0,0.96875,-0.03125,False,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.001,40,0.15,1.0,0.24500000000000002,0.060625000000000005,0.88125,0.63625,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.001,40,0.25,1.0,0.37625,0.3125,0.8831249999999999,0.506875,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.001,40,0.35,1.0,0.44687499999999997,0.388125,0.884375,0.43750000000000006,True,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.001,40,0.45,1.0,0.5118750000000001,0.925625,0.885,-0.04062500000000002,False,-0.016543051467814835
cc-pvdz_b1.5,cc-pvdz,1.5,0.001,40,0.55,1.0,0.5606249999999999,0.928125,0.885625,-0.04249999999999998,False,-0.016543051467814835
