condition,seed,damage_amplitude,alive,death_time,divisions,boundary_recovery,metabolic_recovery,information_repair_recovery
native_severe,2026091900,1.2,False,78.78,0,0.1423148467989654,0.11015107003820274,0.14036321035516014
native_severe,2026091901,1.2,False,79.34,0,0.13710791000375064,0.10823729861934203,0.14568067771988671
native_severe,2026091902,1.2,False,78.58,0,0.1446095714950774,0.11142015037295115,0.13968468352076147
native_severe,2026091903,1.2,False,78.4,0,0.14056275673802052,0.10849001729089217,0.14801318046124748
native_severe,2026091904,1.2,False,80.78,0,0.13620669348152906,0.1070890465010067,0.13677795672342227
native_severe,2026091905,1.2,False,77.98,0,0.14073270657340833,0.1080993704042261,0.13654951842687887
native_severe,2026091906,1.2,False,78.3,0,0.14485221794352082,0.10976138751077857,0.1424244803809873
native_severe,2026091907,1.2,False,80.42,0,0.1336346686208556,0.10657750124302287,0.1330298915832024
native_severe,2026091908,1.2,False,79.26,0,0.1379093962322692,0.10535891126978965,0.13752251444668387
native_severe,2026091909,1.2,False,78.8,0,0.1449398686986885,0.10739521598507924,0.13892059976399904
native_severe,2026091910,1.2,False,79.02,0,0.14008447473122068,0.109706271256628,0.13724847587326064
native_severe,2026091911,1.2,False,78.88,0,0.14091652508109873,0.1078966319362613,0.1424734278689659
native_severe,2026091912,1.2,False,79.58,0,0.13656326656868759,0.10779304883637347,0.139892125980473
native_severe,2026091913,1.2,False,80.34,0,0.13462706199900837,0.10626456048627193,0.13344884576083052
native_severe,2026091914,1.2,False,78.26,0,0.1453946917964671,0.10843278782441339,0.14430072783611178
native_severe,2026091915,1.2,False,81.54,0,0.1313669369546236,0.10267589135133123,0.13818727915489712
native_severe,2026091916,1.2,False,80.52,0,0.13409969814431083,0.10738692966121452,0.13589284197232268
native_severe,2026091917,1.2,False,78.52,0,0.13933449540896442,0.1081492020633987,0.14212101110997924
native_severe,2026091918,1.2,False,78.02,0,0.14224413974532554,0.10614877167238566,0.14426273725683625
native_severe,2026091919,1.2,False,78.5,0,0.14132064524365032,0.10895034880661732,0.1402621146340487
native_severe,2026091920,1.2,False,80.42,0,0.13290162646402368,0.10584835295196304,0.13650031874260457
native_severe,2026091921,1.2,False,80.32000000000001,0,0.13220238097226228,0.10629053775012656,0.13659502984433866
native_severe,2026091922,1.2,False,79.92,0,0.13388064023285318,0.10624895830828847,0.14244187652701287
native_severe,2026091923,1.2,False,78.5,0,0.14586965409584224,0.10853354908769436,0.14138015439941704
native_severe,2026091924,1.2,False,78.84,0,0.13884991129925617,0.10739789499136825,0.1372828374636201
native_severe,2026091925,1.2,False,78.48,0,0.1393336699789647,0.10756787353997321,0.14513068070892993
native_severe,2026091926,1.2,False,80.88,0,0.13200937873567659,0.10463123786325797,0.13141335300498566
native_severe,2026091927,1.2,False,79.8,0,0.1368138384725048,0.10776325588211881,0.13164808985655302
native_severe,2026091928,1.2,False,82.46000000000001,0,0.1257878934950277,0.10227092737891816,0.12792370542663092
native_severe,2026091929,1.2,False,78.8,0,0.14087281637409432,0.10760334404131096,0.14674041969897395
native_severe,2026091930,1.2,False,80.10000000000001,0,0.13627814518360992,0.1071149352885091,0.14180626819935913
native_severe,2026091931,1.2,False,80.3,0,0.13190761225644218,0.10563145901555801,0.13770019032168068
native_undamaged,2026091900,0.0,True,,1,0.9988001810846578,0.9996108081716473,1.000386429932047
native_undamaged,2026091901,0.0,True,,1,1.000498121333769,0.9999417119798365,0.9972571652457269
native_undamaged,2026091902,0.0,True,,1,0.9996272770475411,1.0003091365290468,0.9973568625077007
native_undamaged,2026091903,0.0,True,,1,0.9998523205594674,0.9999337352489102,0.9957382006051066
native_undamaged,2026091904,0.0,True,,1,0.9989377903534723,0.9996589634626509,1.0008283332192043
native_undamaged,2026091905,0.0,True,,1,0.9988875629014693,0.9995507070304719,0.9960318143337412
native_undamaged,2026091906,0.0,True,,1,1.0000878024464828,1.0000237934316663,0.9982391317091626
native_undamaged,2026091907,0.0,True,,1,0.9996012100892319,1.0000176307611326,0.9976895359658136
native_undamaged,2026091908,0.0,True,,1,1.000410773010843,0.9999139915539242,1.0008015076435393
native_undamaged,2026091909,0.0,True,,1,0.9989875116340544,0.9997946111526227,0.9987118568401966
native_undamaged,2026091910,0.0,True,,1,1.000694302027825,1.000364390605277,0.9985635060678085
native_undamaged,2026091911,0.0,True,,1,0.9996320311295804,0.9992872465539582,0.9983952574783029
native_undamaged,2026091912,0.0,True,,1,1.0009335484863724,1.000489282724726,0.9991707022856148
native_undamaged,2026091913,0.0,True,,1,0.9989309544169303,0.99959205542779,0.9995937545091935
native_undamaged,2026091914,0.0,True,,1,1.0010980169527175,1.0009657805118195,0.9980685680298091
native_undamaged,2026091915,0.0,True,,1,0.9991504003381431,0.9996817026283693,0.995809821736494
native_undamaged,2026091916,0.0,True,,1,1.0008248746248507,0.9998496159578701,0.9951284939942184
native_undamaged,2026091917,0.0,True,,1,1.0000064440672414,1.0002505588294055,0.9970780981861102
native_undamaged,2026091918,0.0,True,,1,1.000107410242656,0.9997419165786454,1.0005217068816061
native_undamaged,2026091919,0.0,True,,1,1.000659528814651,1.0001705899713944,0.9950805772022582
native_undamaged,2026091920,0.0,True,,1,0.9991986110715608,0.9997510010088555,0.9967850795517393
native_undamaged,2026091921,0.0,True,,1,1.0006277941857376,1.0000576884587917,0.9994095977591169
native_undamaged,2026091922,0.0,True,,1,0.9991040111544194,0.9994936431991223,0.9977666635570268
native_undamaged,2026091923,0.0,True,,1,0.9997488077298502,0.9997864054374015,1.0001820411066518
native_undamaged,2026091924,0.0,True,,1,1.000437281881165,0.9999483567466986,1.0022281120099201
native_undamaged,2026091925,0.0,True,,1,1.0004902367870805,1.0004168753990914,1.00150804907053
native_undamaged,2026091926,0.0,True,,1,0.9991583099756638,0.9996868263668127,1.0021637113277069
native_undamaged,2026091927,0.0,True,,1,0.9994152703923646,0.9997270851798006,0.9987254870948681
native_undamaged,2026091928,0.0,True,,1,0.9996017052221783,0.9996106063126053,0.9986985235105016
native_undamaged,2026091929,0.0,True,,1,0.9987170630489806,0.9994707347718064,0.9988079500601056
native_undamaged,2026091930,0.0,True,,1,0.9996495389135206,1.0003323964643887,0.9926490850556576
native_undamaged,2026091931,0.0,True,,1,1.0001576453798433,0.999481961605263,0.996929880681338
