training_seed,architecture,task_competent,heldout_both_correct,component_norm,normal_cross_entropy,normal_both_correct,delete_cross_entropy_increase,random_delete_cross_entropy_increase_median,delete_selectivity,delete_empirical_percentile,delete_empirical_p,bilateral_response_minimum
1021,independent,False,0.110107421875,0.0,1.0987698912210653,0.110107421875,0.0,0.0,0.0,0.0,1.0,0.0
1021,distributed,True,1.0,0.38634169318973544,3.3316427139487098e-06,1.0,0.20467660253177158,0.390375696481262,-0.18569909394949044,0.0,1.0,0.98974609375
1021,central_shared,True,1.0,0.31963595306524584,9.898886661392097e-07,1.0,1.031182849614348,0.2102908130309391,0.8208920365834089,1.0,0.015384615384615385,0.97265625
1021,directional_relay,True,1.0,0.4261049424214477,3.178710311917271e-06,1.0,2.4963779711337013,0.44078251391067136,2.05559545722303,1.0,0.015384615384615385,0.999755859375
1021,four_channel_crossbar,True,1.0,0.2580590615372888,3.6079570463035396e-06,1.0,1.323810960117579,0.08064860700219798,1.243162353115381,1.0,0.015384615384615385,0.99853515625
1022,independent,False,0.1123046875,0.0,1.0987619936358544,0.1123046875,0.0,0.0,0.0,0.0,1.0,0.0
1022,distributed,True,1.0,0.36379430771670446,9.101355435320854e-06,1.0,1.3430549267432996,0.22622843016570326,1.1168264965775965,1.0,0.015384615384615385,1.0
1022,central_shared,True,1.0,0.2715314181601508,3.7274468141372214e-05,1.0,0.3174504651746547,0.07392891344040817,0.24352155173424653,1.0,0.015384615384615385,1.0
1022,directional_relay,True,1.0,0.34463287827269606,1.2066015933372603e-06,1.0,0.9793150116797077,0.22795567328327304,0.7513593383964347,1.0,0.015384615384615385,1.0
1022,four_channel_crossbar,True,1.0,0.38396631638953976,1.1137436383411956e-06,1.0,2.638445908036297,0.3123590241216252,2.326086883914672,1.0,0.015384615384615385,1.0
1023,independent,False,0.112548828125,0.0,1.0999276211959736,0.112548828125,0.0,0.0,0.0,0.0,1.0,0.0
1023,distributed,True,1.0,0.23983636498259825,5.164853894458429e-06,1.0,0.19242681176080814,0.03863975190281366,0.15378705985799448,1.0,0.015384615384615385,0.999267578125
1023,central_shared,True,1.0,0.4836244554208462,5.860339332857399e-06,1.0,3.1121066941504267,0.5423621550067281,2.5697445391436986,1.0,0.015384615384615385,0.9990234375
1023,directional_relay,True,1.0,0.4265938083041072,1.634733598794122e-06,1.0,1.0208867406128044,0.47158928469775246,0.5492974559150519,1.0,0.015384615384615385,0.999755859375
1023,four_channel_crossbar,True,1.0,0.3364824450340909,2.7846202455249517e-06,1.0,3.146173887498807,0.2784488483523202,2.867725039146487,1.0,0.015384615384615385,1.0
