pair_id,family,control,registered_class,joint_generation,history_irreducibility,intervention_sensitivity,pair_specificity,bilateral_feedback,gauge_relative_error,declared_class2
P2009,0,historyless,0,0.1279298943149911,0.0,0.17624936910696412,0.16888563727951467,0.1437269227514545,1.931132670503657e-16,False
P2009,0,common_memory,0,0.0,0.0,0.20885962744136677,0.23175624807609735,0.0,0.0,False
P2009,0,history_only,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,1.7669302312364054e-16,False
P2009,0,individual_memory,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2009,0,compressed_summary,1,0.1485802444691394,0.15708359687867818,0.2187691080558083,0.0,0.0,1.296314835789448e-16,False
P2009,0,unilateral_return,1,0.1485802444691394,0.15708359687867818,0.11151223867348962,0.10614951561797238,0.0,1.2445080443994076e-16,False
P2009,0,unrelated_c,1,0.21191325465013633,0.14819533695048545,0.18706600047705452,0.0,0.15425201814651046,1.79936547664915e-16,False
P2010,0,no_c,0,0.0,0.0,0.0,0.0,0.0,0.0,False
P2010,0,historyless,0,0.1279298943149911,0.0,0.20086247277136554,0.15958948432548206,0.1587714769390242,0.0,False
P2010,0,common_memory,0,0.0,0.0,0.19807695811302684,0.21357869216885728,0.0,1.362556968236194e-16,False
P2010,0,history_only,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2010,0,individual_memory,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2010,0,compressed_summary,1,0.1485802444691394,0.15708359687867818,0.20671545762626933,0.0,0.0,0.0,False
P2010,0,unilateral_return,1,0.1485802444691394,0.15708359687867818,0.09737226796559453,0.11105732281542964,0.0,0.0,False
P2010,0,unrelated_c,1,0.21191325465013633,0.14819533695048545,0.2037168470780404,0.0,0.16688433748498838,1.455560550918239e-16,False
P2011,0,no_c,0,0.0,0.0,0.0,0.0,0.0,0.0,False
P2011,0,historyless,0,0.1279298943149911,0.0,0.20197204179796902,0.1784547443845425,0.133596054031931,1.3672822884474023e-16,False
P2011,0,common_memory,0,0.0,0.0,0.21494176818781555,0.2131606939722761,0.0,2.50218757348456e-16,False
P2011,0,history_only,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2011,0,individual_memory,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2011,0,compressed_summary,1,0.1485802444691394,0.15708359687867818,0.21292283805420234,0.0,0.0,0.0,False
P2011,0,unilateral_return,1,0.1485802444691394,0.15708359687867818,0.11047269736359856,0.10565699706763254,0.0,0.0,False
P2011,0,unrelated_c,1,0.21191325465013633,0.14819533695048545,0.19010809405799023,0.0,0.1511952424326479,0.0,False
P2012,0,no_c,0,0.0,0.0,0.0,0.0,0.0,0.0,False
P2012,0,historyless,0,0.1279298943149911,0.0,0.19792678541270342,0.1691857548362955,0.15103217641265268,0.0,False
P2012,0,common_memory,0,0.0,0.0,0.2036253671947614,0.2169844259122518,0.0,0.0,False
P2012,0,history_only,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2012,0,individual_memory,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2012,0,compressed_summary,1,0.1485802444691394,0.15708359687867818,0.21290985143438945,0.0,0.0,0.0,False
P2012,0,unilateral_return,1,0.1485802444691394,0.15708359687867818,0.10240861296866285,0.10689250955517664,0.0,0.0,False
P2012,0,unrelated_c,1,0.21191325465013633,0.14819533695048545,0.17732066790473228,0.0,0.12664570566900937,0.0,False
P2013,0,no_c,0,0.0,0.0,0.0,0.0,0.0,0.0,False
P2013,0,historyless,0,0.1279298943149911,0.0,0.19576324636594286,0.17611741439788187,0.1296326486951577,1.9754542755192663e-16,False
P2013,0,common_memory,0,0.0,0.0,0.21335684574734587,0.23056804580409454,0.0,0.0,False
P2013,0,history_only,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2013,0,individual_memory,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2013,0,compressed_summary,1,0.1485802444691394,0.15708359687867818,0.21788160877955415,0.0,0.0,1.7669302312364054e-16,False
P2013,0,unilateral_return,1,0.1485802444691394,0.15708359687867818,0.1093384728138767,0.10719364053291662,0.0,0.0,False
P2013,0,unrelated_c,1,0.21191325465013633,0.14819533695048545,0.1776852907634907,0.0,0.13037206762062992,0.0,False
P2014,0,no_c,0,0.0,0.0,0.0,0.0,0.0,0.0,False
P2014,0,historyless,0,0.1279298943149911,0.0,0.20417675876170294,0.18842440644624933,0.15558608493810014,2.5454276386312594e-16,False
P2014,0,common_memory,0,0.0,0.0,0.2020308120231941,0.21339419577151789,0.0,1.3837425591097864e-16,False
P2014,0,history_only,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2014,0,individual_memory,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2014,0,compressed_summary,1,0.1485802444691394,0.15708359687867818,0.20360654001249967,0.0,0.0,2.6011858243066394e-16,False
P2014,0,unilateral_return,1,0.1485802444691394,0.15708359687867818,0.1093931164156291,0.1128301913774178,0.0,1.7669302312364054e-16,False
P2014,0,unrelated_c,1,0.21191325465013633,0.14819533695048545,0.18440170316058951,0.0,0.15489035367915036,1.3130016863772683e-16,False
P2015,0,no_c,0,0.0,0.0,0.0,0.0,0.0,0.0,False
